dataset,Condition,Self_role,Other_role,self_weight,other_weight,caseID,Self_utility_label_0,self_utility_label_1,Other_utility_label_0,other_utility_label_1,joint_utility_label_0,joint_utility_label_1,final_decision,self_utility,other utility,joint_utility,oracle_joint_utility,joint_regret,expected_joint_decision,direction_matches_final,flag
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",4,0.8792307692307691,0.13611111111111113,0.2792307692307693,0.736111111111111,0.5792307692307692,0.4361111111111111,1,0.13611111111111113,0.736111111111111,0.4361111111111111,0.5792307692307692,0.1431196581196581,1,1,not reach
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",5,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0,0.17183673469387756,0.17183673469387756,0.17183673469387756,0.8283333333333333,0.6564965986394558,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",5,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0,0.17183673469387756,0.17183673469387756,0.17183673469387756,0.8283333333333333,0.6564965986394558,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",5,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0,0.17183673469387756,0.17183673469387756,0.17183673469387756,0.8283333333333333,0.6564965986394558,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",5,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0,0.17183673469387756,0.17183673469387756,0.17183673469387756,0.8283333333333333,0.6564965986394558,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",5,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,0.17183673469387756,0.8283333333333333,1,0.8283333333333333,0.8283333333333333,0.8283333333333333,0.8283333333333333,0,1,1,
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",6,0.8843055555555555,0.13237179487179487,0.2843055555555556,0.7323717948717948,0.5843055555555555,0.43237179487179483,0,0.8843055555555555,0.2843055555555556,0.5843055555555555,0.5843055555555555,0,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",6,0.8843055555555555,0.13237179487179487,0.2843055555555556,0.7323717948717948,0.5843055555555555,0.43237179487179483,0,0.8843055555555555,0.2843055555555556,0.5843055555555555,0.5843055555555555,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",6,0.8843055555555555,0.13237179487179487,0.2843055555555556,0.7323717948717948,0.5843055555555555,0.43237179487179483,0,0.8843055555555555,0.2843055555555556,0.5843055555555555,0.5843055555555555,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",6,0.8843055555555555,0.13237179487179487,0.2843055555555556,0.7323717948717948,0.5843055555555555,0.43237179487179483,0,0.8843055555555555,0.2843055555555556,0.5843055555555555,0.5843055555555555,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",6,0.8843055555555555,0.13237179487179487,0.2843055555555556,0.7323717948717948,0.5843055555555555,0.43237179487179483,1,0.13237179487179487,0.7323717948717948,0.43237179487179483,0.5843055555555555,0.1519337606837607,1,1,not reach
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",7,0.8848427672955974,0.1325531914893617,0.2848427672955975,0.7325531914893617,0.5848427672955975,0.4325531914893617,0,0.8848427672955974,0.2848427672955975,0.5848427672955975,0.5848427672955975,0,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",7,0.8848427672955974,0.1325531914893617,0.2848427672955975,0.7325531914893617,0.5848427672955975,0.4325531914893617,0,0.8848427672955974,0.2848427672955975,0.5848427672955975,0.5848427672955975,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",7,0.8848427672955974,0.1325531914893617,0.2848427672955975,0.7325531914893617,0.5848427672955975,0.4325531914893617,0,0.8848427672955974,0.2848427672955975,0.5848427672955975,0.5848427672955975,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",7,0.8848427672955974,0.1325531914893617,0.2848427672955975,0.7325531914893617,0.5848427672955975,0.4325531914893617,0,0.8848427672955974,0.2848427672955975,0.5848427672955975,0.5848427672955975,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",7,0.8848427672955974,0.1325531914893617,0.2848427672955975,0.7325531914893617,0.5848427672955975,0.4325531914893617,1,0.1325531914893617,0.7325531914893617,0.4325531914893617,0.5848427672955975,0.15228957580623576,1,1,not reach
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",8,0.8792424242424242,0.12944444444444445,0.2792424242424243,0.7294444444444445,0.5792424242424242,0.42944444444444446,0,0.8792424242424242,0.2792424242424243,0.5792424242424242,0.5792424242424242,0,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",8,0.8792424242424242,0.12944444444444445,0.2792424242424243,0.7294444444444445,0.5792424242424242,0.42944444444444446,0,0.8792424242424242,0.2792424242424243,0.5792424242424242,0.5792424242424242,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",8,0.8792424242424242,0.12944444444444445,0.2792424242424243,0.7294444444444445,0.5792424242424242,0.42944444444444446,0,0.8792424242424242,0.2792424242424243,0.5792424242424242,0.5792424242424242,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",8,0.8792424242424242,0.12944444444444445,0.2792424242424243,0.7294444444444445,0.5792424242424242,0.42944444444444446,0,0.8792424242424242,0.2792424242424243,0.5792424242424242,0.5792424242424242,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",8,0.8792424242424242,0.12944444444444445,0.2792424242424243,0.7294444444444445,0.5792424242424242,0.42944444444444446,1,0.12944444444444445,0.7294444444444445,0.42944444444444446,0.5792424242424242,0.14979797979797976,1,1,
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",9,0.8993333333333333,0.10333333333333333,0.29933333333333334,0.7033333333333333,0.5993333333333333,0.4033333333333333,0,0.8993333333333333,0.29933333333333334,0.5993333333333333,0.5993333333333333,0,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",9,0.8993333333333333,0.10333333333333333,0.29933333333333334,0.7033333333333333,0.5993333333333333,0.4033333333333333,0,0.8993333333333333,0.29933333333333334,0.5993333333333333,0.5993333333333333,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",9,0.8993333333333333,0.10333333333333333,0.29933333333333334,0.7033333333333333,0.5993333333333333,0.4033333333333333,0,0.8993333333333333,0.29933333333333334,0.5993333333333333,0.5993333333333333,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",9,0.8993333333333333,0.10333333333333333,0.29933333333333334,0.7033333333333333,0.5993333333333333,0.4033333333333333,0,0.8993333333333333,0.29933333333333334,0.5993333333333333,0.5993333333333333,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",9,0.8993333333333333,0.10333333333333333,0.29933333333333334,0.7033333333333333,0.5993333333333333,0.4033333333333333,1,0.10333333333333333,0.7033333333333333,0.4033333333333333,0.5993333333333333,0.19599999999999995,1,1,
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",10,0.8919780219780219,0.11851851851851852,0.29197802197802203,0.7185185185185184,0.591978021978022,0.4185185185185185,1,0.11851851851851852,0.7185185185185184,0.4185185185185185,0.591978021978022,0.17345950345950345,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",10,0.8919780219780219,0.11851851851851852,0.29197802197802203,0.7185185185185184,0.591978021978022,0.4185185185185185,0,0.8919780219780219,0.29197802197802203,0.591978021978022,0.591978021978022,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",10,0.8919780219780219,0.11851851851851852,0.29197802197802203,0.7185185185185184,0.591978021978022,0.4185185185185185,0,0.8919780219780219,0.29197802197802203,0.591978021978022,0.591978021978022,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",10,0.8919780219780219,0.11851851851851852,0.29197802197802203,0.7185185185185184,0.591978021978022,0.4185185185185185,0,0.8919780219780219,0.29197802197802203,0.591978021978022,0.591978021978022,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",10,0.8919780219780219,0.11851851851851852,0.29197802197802203,0.7185185185185184,0.591978021978022,0.4185185185185185,1,0.11851851851851852,0.7185185185185184,0.4185185185185185,0.591978021978022,0.17345950345950345,1,1,
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",11,0.8701086956521739,0.14708333333333334,0.27010869565217394,0.7470833333333333,0.5701086956521739,0.44708333333333333,0,0.8701086956521739,0.27010869565217394,0.5701086956521739,0.5701086956521739,0,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",11,0.8701086956521739,0.14708333333333334,0.27010869565217394,0.7470833333333333,0.5701086956521739,0.44708333333333333,0,0.8701086956521739,0.27010869565217394,0.5701086956521739,0.5701086956521739,0,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",11,0.8701086956521739,0.14708333333333334,0.27010869565217394,0.7470833333333333,0.5701086956521739,0.44708333333333333,0,0.8701086956521739,0.27010869565217394,0.5701086956521739,0.5701086956521739,0,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",11,0.8701086956521739,0.14708333333333334,0.27010869565217394,0.7470833333333333,0.5701086956521739,0.44708333333333333,0,0.8701086956521739,0.27010869565217394,0.5701086956521739,0.5701086956521739,0,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",11,0.8701086956521739,0.14708333333333334,0.27010869565217394,0.7470833333333333,0.5701086956521739,0.44708333333333333,1,0.14708333333333334,0.7470833333333333,0.44708333333333333,0.5701086956521739,0.12302536231884059,1,1,
acs_coverage,single,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",12,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0,0.1997163120567376,0.1997163120567376,0.1997163120567376,0.8005555555555555,0.6008392434988179,,,
acs_coverage,self_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",12,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0,0.1997163120567376,0.1997163120567376,0.1997163120567376,0.8005555555555555,0.6008392434988179,,,
acs_coverage,multi_optimal,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",12,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0,0.1997163120567376,0.1997163120567376,0.1997163120567376,0.8005555555555555,0.6008392434988179,,,
acs_coverage,aggregate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",12,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0,0.1997163120567376,0.1997163120567376,0.1997163120567376,0.8005555555555555,0.6008392434988179,,,
acs_coverage,negotiate,judges,community_members,"{""accuracy"":0.7,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}",12,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,0.1997163120567376,0.8005555555555555,1,0.8005555555555555,0.8005555555555555,0.8005555555555555,0.8005555555555555,0,1,1,
