dataset,Condition,Self_role,Other_role,self_weight,other_weight,caseID,Self_utility_label_0,self_utility_label_1,Other_utility_label_0,other_utility_label_1,joint_utility_label_0,joint_utility_label_1,final_decision,self_utility,other utility,joint_utility,oracle_joint_utility,joint_regret,expected_joint_decision,direction_matches_final,selected_model_seed,model_self_utility,model_other_utility,self_v0_model_seed,other_v0_model_seed,self_v0_model_utility,final_model_self_sacrifice,negotiate_alignment,flag,avg_utility,Nash_utility,source_caseID,selection_alignment,selection_model_self_sacrifice,selection_score
acs_coverage,single,community_members,fairness_advocates,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.7}",4,0.2991666666666667,0.7040833333333333,0.8941666666666666,0.12858333333333333,0.5966666666666667,0.41633333333333333,0,0.2991666666666667,0.8941666666666666,0.5966666666666667,0.5966666666666667,0,,,1,0.5215775457694046,0.8356759064251422,,,,,,,0.5966666666666667,0.2675048611111111,203,other,0.1099964981965712,0.335168417568381
acs_coverage,self_optimal,community_members,fairness_advocates,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.7}",4,0.2991666666666667,0.7040833333333333,0.8941666666666666,0.12858333333333333,0.5966666666666667,0.41633333333333333,1,0.7040833333333333,0.12858333333333333,0.41633333333333333,0.5966666666666667,0.18033333333333335,,,173,0.7295485675122688,0.3682370921024327,,,,,,,0.41633333333333333,0.09053338194444444,203,other,0.1099964981965712,0.335168417568381
acs_coverage,multi_optimal,community_members,fairness_advocates,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.7}",4,0.2991666666666667,0.7040833333333333,0.8941666666666666,0.12858333333333333,0.5966666666666667,0.41633333333333333,1,0.7040833333333333,0.12858333333333333,0.41633333333333333,0.5966666666666667,0.18033333333333335,,,173,0.7295485675122688,0.3682370921024327,,,,,,,0.41633333333333333,0.09053338194444444,203,other,0.1099964981965712,0.335168417568381
acs_coverage,aggregate,community_members,fairness_advocates,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.7}",4,0.2991666666666667,0.7040833333333333,0.8941666666666666,0.12858333333333333,0.5966666666666667,0.41633333333333333,1,0.7040833333333333,0.12858333333333333,0.41633333333333333,0.5966666666666667,0.18033333333333335,,,,,,,,,,,,0.41633333333333333,0.09053338194444444,203,other,0.1099964981965712,0.335168417568381
acs_coverage,negotiate,community_members,fairness_advocates,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.1,""local_consistency"":0.7}",4,0.2991666666666667,0.7040833333333333,0.8941666666666666,0.12858333333333333,0.5966666666666667,0.41633333333333333,0,0.2991666666666667,0.8941666666666666,0.5966666666666667,0.5966666666666667,0,0,1,447,0.6195520693156976,0.8752897742337303,173,116,0.7295485675122688,0.1099964981965712,other,,0.5966666666666667,0.2675048611111111,203,other,0.1099964981965712,0.335168417568381
acs_coverage,single,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",5,0.27353951890034367,0.7388888888888888,0.8735395189003435,0.1388888888888889,0.5735395189003436,0.4388888888888889,0,0.27353951890034367,0.8735395189003435,0.5735395189003436,0.5735395189003436,0,,,1,0.4138375603864735,0.7297795893719808,,,,,,,0.5735395189003436,0.23894757974043765,221,other,0.08656551932367129,0.35671724033816427
acs_coverage,self_optimal,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",5,0.27353951890034367,0.7388888888888888,0.8735395189003435,0.1388888888888889,0.5735395189003436,0.4388888888888889,1,0.7388888888888888,0.1388888888888889,0.4388888888888889,0.5735395189003436,0.13465063001145472,,,12,0.683977958937198,0.4651373792270532,,,,,,,0.4388888888888889,0.10262345679012345,221,other,0.08656551932367129,0.35671724033816427
acs_coverage,multi_optimal,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",5,0.27353951890034367,0.7388888888888888,0.8735395189003435,0.1388888888888889,0.5735395189003436,0.4388888888888889,1,0.7388888888888888,0.1388888888888889,0.4388888888888889,0.5735395189003436,0.13465063001145472,,,12,0.683977958937198,0.4651373792270532,,,,,,,0.4388888888888889,0.10262345679012345,221,other,0.08656551932367129,0.35671724033816427
acs_coverage,aggregate,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",5,0.27353951890034367,0.7388888888888888,0.8735395189003435,0.1388888888888889,0.5735395189003436,0.4388888888888889,1,0.7388888888888888,0.1388888888888889,0.4388888888888889,0.5735395189003436,0.13465063001145472,,,,,,,,,,,,0.4388888888888889,0.10262345679012345,221,other,0.08656551932367129,0.35671724033816427
acs_coverage,negotiate,community_members,defendants,"{""accuracy"":0.1,""tpr"":0.7,""tnr"":0.1,""local_consistency"":0.1}","{""accuracy"":0.1,""tpr"":0.1,""tnr"":0.7,""local_consistency"":0.1}",5,0.27353951890034367,0.7388888888888888,0.8735395189003435,0.1388888888888889,0.5735395189003436,0.4388888888888889,0,0.27353951890034367,0.8735395189003435,0.5735395189003436,0.5735395189003436,0,0,1,28,0.5974124396135267,0.6814704106280194,12,2,0.683977958937198,0.08656551932367129,other,,0.5735395189003436,0.23894757974043765,221,other,0.08656551932367129,0.35671724033816427
